Customer_ID,Customer_Name,Customer_Type,City,Email,Phone
C0407,Customer 407,Restaurant,Bengaluru,customer407@example.com,9562170733
C0408,Customer 408,Hotel,Mumbai,customer408@example.com,9319449583
C0409,Customer 409,Manufacturing,Bengaluru,customer409@example.com,9101894157
C0410,Customer 410,Hotel,Pune,customer410@example.com,9427146300
C0411,Customer 411,Hotel,Chennai,customer411@example.com,9652922125
C0412,Customer 412,Hospital,Mumbai,customer412@example.com,9318949166
C0413,Customer 413,Hospital,Bengaluru,customer413@example.com,9955349427
C0414,Customer 414,Hotel,Delhi,customer414@example.com,9779547391
C0415,Customer 415,Hotel,Hyderabad,customer415@example.com,9512732063
C0416,Customer 416,Food Plant,Bengaluru,customer416@example.com,9934653700
C0417,Customer 417,Manufacturing,Hyderabad,customer417@example.com,9432972492
C0418,Customer 418,Hotel,Chennai,customer418@example.com,9139668523
C0419,Customer 419,Hospital,Mumbai,customer419@example.com,9035842751
C0420,Customer 420,Restaurant,Hyderabad,customer420@example.com,9938023565
C0421,Customer 421,Manufacturing,Delhi,customer421@example.com,9959774521
C0422,Customer 422,Food Plant,Hyderabad,customer422@example.com,9739250254
C0423,Customer 423,Food Plant,Bengaluru,customer423@example.com,9103002683
C0424,Customer 424,Restaurant,Pune,customer424@example.com,9293650499
C0425,Customer 425,Restaurant,Mumbai,customer425@example.com,9041079093
C0426,Customer 426,Hotel,Delhi,customer426@example.com,9051248542
C0427,Customer 427,Manufacturing,Hyderabad,customer427@example.com,9246066611
C0428,Customer 428,Manufacturing,Mumbai,customer428@example.com,9572141745
C0429,Customer 429,Hotel,Bengaluru,customer429@example.com,9065530433
C0430,Customer 430,Food Plant,Hyderabad,customer430@example.com,9984601105
C0431,Customer 431,Hotel,Hyderabad,customer431@example.com,9455117841
C0432,Customer 432,Food Plant,Chennai,customer432@example.com,9263845533
C0433,Customer 433,Manufacturing,Mumbai,customer433@example.com,9516087800
C0434,Customer 434,Hotel,Hyderabad,customer434@example.com,9790155339
C0435,Customer 435,Restaurant,Bengaluru,customer435@example.com,9312569948
C0436,Customer 436,Hotel,Delhi,customer436@example.com,9047513666
C0437,Customer 437,Restaurant,Pune,customer437@example.com,9050960482
C0438,Customer 438,Manufacturing,Pune,customer438@example.com,9851985887
C0439,Customer 439,Hotel,Bengaluru,customer439@example.com,9111600367
C0440,Customer 440,Hospital,Hyderabad,customer440@example.com,9635563438
C0441,Customer 441,Manufacturing,Chennai,customer441@example.com,9384504377
C0442,Customer 442,Hospital,Bengaluru,customer442@example.com,9777517127
C0443,Customer 443,Hotel,Delhi,customer443@example.com,9060528450
C0444,Customer 444,Restaurant,Bengaluru,customer444@example.com,9897792193
C0445,Customer 445,Restaurant,Pune,customer445@example.com,9698189724
C0446,Customer 446,Food Plant,Pune,customer446@example.com,9449277723
C0447,Customer 447,Hospital,Delhi,customer447@example.com,9207020541
C0448,Customer 448,Manufacturing,Pune,customer448@example.com,9977141879
C0449,Customer 449,Restaurant,Delhi,customer449@example.com,9302071568
C0450,Customer 450,Hospital,Mumbai,customer450@example.com,9490512099
C0451,Customer 451,Manufacturing,Pune,customer451@example.com,9394125776
C0452,Customer 452,Manufacturing,Mumbai,customer452@example.com,9230550331
C0453,Customer 453,Restaurant,Hyderabad,customer453@example.com,9416609632
C0454,Customer 454,Hotel,Bengaluru,customer454@example.com,9151484561
C0455,Customer 455,Restaurant,Chennai,customer455@example.com,9001660707
C0456,Customer 456,Restaurant,Hyderabad,customer456@example.com,9289992934
C0457,Customer 457,Hotel,Bengaluru,customer457@example.com,9112070370
C0458,Customer 458,Food Plant,Hyderabad,customer458@example.com,9414778904
C0459,Customer 459,Manufacturing,Delhi,customer459@example.com,9862764562
C0460,Customer 460,Hotel,Bengaluru,customer460@example.com,9162569243
C0461,Customer 461,Food Plant,Pune,customer461@example.com,9001233062
C0462,Customer 462,Hotel,Bengaluru,customer462@example.com,9111094116
C0463,Customer 463,Food Plant,Delhi,customer463@example.com,9508167355
C0464,Customer 464,Restaurant,Mumbai,customer464@example.com,9274838171
C0465,Customer 465,Hotel,Delhi,customer465@example.com,9489502005
C0466,Customer 466,Manufacturing,Hyderabad,customer466@example.com,9029247871
C0467,Customer 467,Hotel,Hyderabad,customer467@example.com,9333094160
C0468,Customer 468,Restaurant,Mumbai,customer468@example.com,9410134582
C0469,Customer 469,Hotel,Delhi,customer469@example.com,9431327019
C0470,Customer 470,Manufacturing,Pune,customer470@example.com,9551158275
C0471,Customer 471,Food Plant,Mumbai,customer471@example.com,9780581136
C0472,Customer 472,Manufacturing,Bengaluru,customer472@example.com,9467229927
C0473,Customer 473,Restaurant,Bengaluru,customer473@example.com,9841203705
C0474,Customer 474,Restaurant,Bengaluru,customer474@example.com,9529735402
C0475,Customer 475,Food Plant,Pune,customer475@example.com,9229018253
C0476,Customer 476,Food Plant,Mumbai,customer476@example.com,9322490440
C0477,Customer 477,Manufacturing,Pune,customer477@example.com,9597463957
C0478,Customer 478,Hotel,Hyderabad,customer478@example.com,9242482852
C0479,Customer 479,Food Plant,Bengaluru,customer479@example.com,9914173580
C0480,Customer 480,Hotel,Hyderabad,customer480@example.com,9479863399
C0481,Customer 481,Hospital,Hyderabad,customer481@example.com,9863272769
C0482,Customer 482,Manufacturing,Chennai,customer482@example.com,9683258356
C0483,Customer 483,Hospital,Hyderabad,customer483@example.com,9333352483
C0484,Customer 484,Food Plant,Hyderabad,customer484@example.com,9228252875
C0485,Customer 485,Restaurant,Hyderabad,customer485@example.com,9743944168
C0486,Customer 486,Hospital,Hyderabad,customer486@example.com,9330735741
C0487,Customer 487,Hospital,Hyderabad,customer487@example.com,9246867692
C0488,Customer 488,Restaurant,Mumbai,customer488@example.com,9930384616
C0489,Customer 489,Food Plant,Mumbai,customer489@example.com,9482629892
C0490,Customer 490,Food Plant,Chennai,customer490@example.com,9048569289
C0491,Customer 491,Manufacturing,Bengaluru,customer491@example.com,9494767638
C0492,Customer 492,Manufacturing,Hyderabad,customer492@example.com,9460769604
C0493,Customer 493,Food Plant,Mumbai,customer493@example.com,9863968494
C0494,Customer 494,Food Plant,Bengaluru,customer494@example.com,9711558040
C0495,Customer 495,Hospital,Hyderabad,customer495@example.com,9191357255
C0496,Customer 496,Restaurant,Hyderabad,customer496@example.com,9150454011
C0497,Customer 497,Hotel,Hyderabad,customer497@example.com,9603594567
C0498,Customer 498,Hospital,Bengaluru,customer498@example.com,9047374019
C0499,Customer 499,Manufacturing,Delhi,customer499@example.com,9319015957
C0500,Customer 500,Restaurant,Hyderabad,customer500@example.com,9138205371
C0101,Customer 101,Manufacturing,Hyderabad,customer101@example.com,9180926651
C0201,Customer 201,Hospital,Hyderabad,customer201@example.com,9623367385
C0301,Customer 301,Hospital,Pune,customer301@example.com,9396940067
